Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
55	24	0	0.833588569	4.49449902	4.49609302	4.49449902	4.49900458	0.00344555512	0	0	0	0	0	0	3
56	25	0	0.848744724	4.49449317	4.49595631	4.49449317	4.49895644	0.00355800936	0	0	0	0	0	0	3
57	25	0	0.86390088	4.49448807	4.4958209	4.49448807	4.49889273	0.00366855098	0	0	0	0	0	0	3
58	25	0	0.879057036	4.49450287	4.49568787	4.49448807	4.49877462	0.0037740836	0	0	0	0	0	0	3
59	26	0	0.894213192	4.49450687	4.49555855	4.49448807	4.49860479	0.00387166239	0	0	0	0	0	0	3
60	26	0	0.909369347	4.4945147	4.49543461	4.49448807	4.49841337	0.00392529665	0	0	0	0	0	0	3
61	27	0	0.924525503	4.49451335	4.49531642	4.49448807	4.4981909	0.00370282839	0	0	0	0	0	0	3
62	27	0	0.939681659	4.49451465	4.49520502	4.49448807	4.49795727	0.00346920326	0	0	0	0	0	0	3
63	27	0	0.954837815	4.49451951	4.49510085	4.49448807	4.49760474	0.00311667295	0	0	0	0	0	0	3
64	28	0	0.969993971	4.49451806	4.49500731	4.49448807	4.49726127	0.00277319504	0	0	0	0	0	0	3
65	28	0	0.985150126	4.49452273	4.49492433	4.49448807	4.4969212	0.00243312699	0	0	0	0	0	0	3
66	29	0	1.00030628	4.49452037	4.49485157	4.49448807	4.49661667	0.00212860183	0.000159335737	0	7.4	0	0	0	3
67	29	0	1.01546244	4.49448968	4.49478712	4.49448807	4.49634949	0.00186142098	0.000159335737	0	8.5	0	0	0	3
68	29	0	1.03061859	4.49444486	4.4947294	4.49444486	4.49601506	0.00157019494	0.00015998386	0	10.1	0	0	0	3
69	30	0	1.04577475	4.49439911	4.49468044	4.49439911	4.49572241	0.00132329996	0.000160657432	0	12.1	0	0	0	3
70	30	0	1.06093091	4.49434771	4.49463878	4.49434771	4.49545851	0.00111079912	0.000161379718	0	14.5	0	0	0	3
71	31	0	1.07608706	4.49429242	4.49460344	4.49429242	4.49525925	0.000966829279	0.0001621448	0	16.7	0	0	0	3
72	31	0	1.09124322	4.49426104	4.49457319	4.49426104	4.49508809	0.000827046947	0.000162811764	0	19.6	0	0	0	3
73	32	0	1.10639937	4.49426196	4.49454816	4.49426104	4.49496865	0.000707612294	0.000163288166	0	23	0	0	0	3
74	32	0	1.12155553	4.49429344	4.4945277	4.49426104	4.49486551	0.000604469932	0.000163645468	0	27	0	0	0	3
75	32	0	1.13671168	4.49435174	4.49451213	4.49426104	4.49479463	0.000533587708	0.000163923369	0	30.7	0	0	0	3
76	33	0	1.15186784	4.49445065	4.49450171	4.49426104	4.49471078	0.000449741584	0.000163993459	0	36.4	0	0	0	3
77	33	0	1.167024	4.49454529	4.49449669	4.49426104	4.49465605	0.000395009253	0.000163937527	0	41.5	0	0	0	3
78	34	0	1.18218015	4.49461544	4.49449661	4.49426104	4.49465605	0.000395009253	0.000163742538	0	41.4	0	0	0	3
79	34	0	1.19733631	4.49465057	4.49449805	4.49426104	4.49465605	0.000395009253	0.000163441625	0	41.3	0	0	0	3
80	34	0	1.21249246	4.49468083	4.49449979	4.49426104	4.49468083	0.000419783813	0.000163042048	0	38.8	0	0	0	3
81	35	0	1.22764862	4.49472166	4.49450215	4.49426104	4.49472166	0.000460614766	0.000162513167	0	35.2	0	0	0	3
82	35	0	1.24280477	4.49476575	4.49450558	4.49426104	4.49476575	0.000504704479	0.000161879846	0	32	0	0	0	3
83	36	0	1.25796093	4.49481555	4.49451042	4.49426104	4.49481555	0.000554507542	0.000161176021	0	29	0	0	0	3
84	36	0	1.27311709	4.49484046	4.49451647	4.49426104	4.49484046	0.000579415686	0.00016041983	0	27.6	0	0	0	3
85	36	0	1.28827324	4.49484379	4.49452355	4.49426104	4.49484379	0.000582750343	0.000159638951	0	27.3	0	0	0	3
86	37	0	1.3034294	4.49482992	4.49453153	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
87	37	0	1.31858555	4.49479627	4.49453974	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
88	38	0	1.33374171	4.4947487	4.49454731	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
89	38	0	1.34889787	4.49470421	4.4945537	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
90	38	0	1.36405402	4.49467948	4.4945595	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
91	39	0	1.37921018	4.49466756	4.49456449	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
92	39	0	1.39436633	4.49465144	4.49456888	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
93	40	0	1.40952249	4.49464461	4.49457281	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
94	40	0	1.42467864	4.49463634	4.49457654	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
95	40	0	1.4398348	4.49464606	4.49458052	4.49426104	4.49484379	0.000582750343	0.000159335737	0	27.3	0	0	0	3
96	41	0	1.45499096	4.49465288	4.49458456	4.49426104	4.49484379	0.000510697402	0.000159335737	0	31.1	0	0	0	3
97	41	0	1.47014711	4.49462375	4.49458777	4.49426104	4.49484379	0.000427711361	0.000159335737	0	37.2	0	0	0	3
98	42	0	1.48530327	4.49457592	4.49458938	4.49426104	4.49484379	0.000354959154	0.000159335737	0	44.8	0	0	0	3
99	42	0	1.50045942	4.4945175	4.49458929	4.49426104	4.49484379	0.000290504952	0.000159335737	0	54.8	0	0	0	3
100	42	0	1.51561558	4.49446618	4.49458858	4.49426104	4.49484379	0.000232788917	0.000159335737	0	68.4	0	0	0	3
101	43	0	1.53077173	4.49443316	4.49458822	4.49426104	4.49484379	0.000183820795	0.000159335737	0	86.6	0	0	0	3
102	44	0	1.54592789	4.49441434	4.49458869	4.49426104	4.49484379	0.000142163219	0.000159335737	0	100	0	0	0	3
